#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 620600      6.92e-02    6.25e-02      3.83e-03    2.47e-03      5.44e-02    5.15e-02    3.5e-07
 620700      4.08e-02    4.14e-02      6.05e-04    5.17e-04      3.46e-02    3.55e-02    3.5e-07
 620800      6.83e-02    3.71e-02      1.79e-03    7.24e-04      5.76e-02    3.16e-02    3.5e-07
 620900      5.53e-02    1.99e-03      1.56e-03    1.99e-03      4.66e-02    2.64e-17    3.5e-07
 621000      1.35e-01    5.17e-02      2.63e-03    8.76e-04      1.13e-01    4.36e-02    3.5e-07
 621100      8.41e-02    4.05e-02      7.86e-04    7.12e-04      7.22e-02    3.45e-02    3.5e-07
 621200      5.41e-02    6.21e-02      3.51e-04    2.01e-03      4.65e-02    5.19e-02    3.5e-07
 621300      9.93e-03    3.80e-02      1.49e-03    1.57e-03      6.82e-03    3.11e-02    3.5e-07
 621400      5.43e-02    1.30e-01      1.39e-03    7.03e-03      4.59e-02    1.02e-01    3.5e-07
 621500      6.95e-02    3.23e-02      1.12e-03    4.90e-04      5.93e-02    2.76e-02    3.5e-07
 621600      1.63e-02    5.64e-02      2.87e-03    8.26e-04      9.88e-03    4.78e-02    3.5e-07
 621700      7.17e-02    6.20e-02      1.43e-03    7.51e-04      6.10e-02    5.28e-02    3.5e-07
 621800      5.44e-02    1.65e-01      8.46e-04    1.46e-02      4.65e-02    1.08e-01    3.5e-07
 621900      5.54e-02    1.73e-01      3.50e-04    7.86e-04      4.76e-02    1.49e-01    3.5e-07
 622000      1.45e-01    4.59e-02      2.75e-03    1.38e-03      1.22e-01    3.85e-02    3.5e-07
 622100      7.47e-02    5.95e-02      6.65e-05    1.13e-03      6.43e-02    5.07e-02    3.5e-07
 622200      6.00e-02    4.05e-02      1.33e-03    5.22e-05      5.09e-02    3.48e-02    3.5e-07
 622300      5.29e-02    1.65e-01      1.55e-03    8.89e-02      4.44e-02    9.14e-02    3.5e-07
 622400      2.53e-02    3.82e-02      2.92e-03    8.66e-04      1.93e-02    3.24e-02    3.5e-07
 622500      4.79e-02    2.00e-01      2.39e-03    9.31e-03      3.83e-02    1.61e-01    3.5e-07
 622600      1.09e-02    8.02e-02      1.47e-03    1.35e-03      7.83e-03    6.85e-02    3.5e-07
 622700      5.55e-02    5.67e-02      6.32e-04    7.32e-04      4.76e-02    4.83e-02    3.5e-07
 622800      5.88e-02    1.60e-02      1.07e-03    1.13e-02      5.02e-02    1.00e-06    3.5e-07
 622900      4.81e-02    4.89e-02      9.91e-04    6.10e-04      4.09e-02    4.18e-02    3.5e-07
 623000      1.86e-02    4.32e-02      3.09e-03    1.22e-03      1.20e-02    3.63e-02    3.5e-07
 623100      1.52e-02    4.83e-02      2.84e-03    1.80e-04      8.73e-03    4.15e-02    3.5e-07
 623200      2.94e-02    1.61e-02      4.21e-03    2.19e-03      2.07e-02    1.17e-02    3.5e-07
 623300      1.33e-02    3.11e-02      1.43e-03    4.20e-04      1.03e-02    2.66e-02    3.5e-07
 623400      1.40e-02    6.19e-02      9.93e-04    6.19e-04      1.16e-02    5.30e-02    3.5e-07
 623500      6.20e-02    6.28e-02      2.37e-04    1.06e-03      5.33e-02    5.36e-02    3.5e-07
 623600      4.54e-02    5.86e-02      4.60e-04    3.20e-02      3.88e-02    3.20e-02    3.5e-07
 623700      5.23e-02    5.38e-02      1.01e-03    1.60e-03      4.45e-02    4.51e-02    3.5e-07
 623800      1.54e-02    3.74e-02      3.25e-03    3.25e-04      7.09e-03    3.21e-02    3.5e-07
 623900      4.43e-02    4.85e-01      8.74e-04    1.38e-01      3.71e-02    3.82e-01    3.5e-07
 624000      5.83e-02    6.09e-02      3.07e-03    3.17e-04      4.62e-02    5.24e-02    3.5e-07
 624100      2.70e-02    3.50e-02      4.65e-03    2.98e-04      1.69e-02    3.01e-02    3.5e-07
 624200      5.42e-02    3.53e-01      5.21e-04    4.63e-03      4.65e-02    3.02e-01    3.5e-07
 624300      6.24e-02    5.78e-02      1.43e-03    2.54e-04      5.29e-02    4.97e-02    3.5e-07
 624400      1.46e-01    1.02e-02      2.96e-03    1.03e-02      1.22e-01    1.43e-17    3.5e-07
 624500      7.13e-02    3.16e-02      1.63e-03    1.53e-03      6.05e-02    2.54e-02    3.5e-07
 624600      1.53e-01    8.96e-02      4.70e-03    5.71e-04      1.24e-01    7.69e-02    3.5e-07
 624700      5.90e-02    6.24e-02      7.75e-04    1.78e-03      5.05e-02    5.25e-02    3.5e-07
 624800      5.60e-02    3.61e-02      7.36e-04    2.89e-03      4.79e-02    2.51e-02    3.5e-07
 624900      1.61e-02    3.44e-02      7.46e-05    1.09e-03      1.38e-02    2.94e-02    3.5e-07
 625000      1.02e-02    3.73e-02      9.80e-04    9.93e-04      8.11e-03    3.14e-02    3.5e-07
 625100      4.28e-02    3.88e-02      1.35e-03    1.89e-03      3.61e-02    3.14e-02    3.3e-07
 625200      4.61e-02    1.90e-02      1.04e-03    1.34e-02      3.94e-02    3.22e-07    3.3e-07
 625300      7.12e-02    4.96e-02      4.13e-04    1.41e-03      6.17e-02    4.21e-02    3.3e-07
 625400      3.36e-02    6.15e-02      1.48e-03    1.27e-03      2.76e-02    5.27e-02    3.3e-07
 625500      4.44e-02    5.13e-02      3.82e-04    1.25e-03      3.84e-02    4.27e-02    3.3e-07
 625600      2.30e-02    7.83e-03      4.54e-03    7.83e-03      1.22e-02    2.05e-17    3.3e-07
 625700      4.95e-02    5.59e-02      5.27e-04    2.66e-03      4.28e-02    4.54e-02    3.3e-07
 625800      2.02e-02    6.49e-02      4.47e-03    1.68e-03      8.12e-03    5.13e-02    3.3e-07
 625900      7.22e-02    6.10e-02      1.01e-03    3.31e-05      6.23e-02    5.28e-02    3.3e-07
 626000      1.05e-02    4.12e-02      1.06e-03    1.23e-03      8.35e-03    3.48e-02    3.3e-07
 626100      1.41e-02    1.09e-01      7.10e-04    1.20e-03      1.19e-02    9.41e-02    3.3e-07
 626200      6.61e-02    3.23e-02      9.39e-05    1.55e-03      5.73e-02    2.63e-02    3.3e-07
 626300      7.24e-02    6.77e-02      2.32e-04    5.38e-04      6.27e-02    5.85e-02    3.3e-07
 626400      2.09e-02    2.51e-02      4.45e-03    3.07e-03      9.42e-03    1.90e-02    3.3e-07
 626500      6.62e-02    5.65e-04      1.64e-05    5.65e-04      5.74e-02    2.61e-17    3.3e-07
 626600      1.45e-01    5.10e-04      2.07e-03    3.61e-04      1.24e-01    4.91e-07    3.3e-07
 626700      5.55e-02    5.40e-02      1.06e-03    8.34e-04      4.76e-02    4.65e-02    3.3e-07
 626800      7.58e-02    4.57e-02      1.73e-04    1.75e-03      6.57e-02    3.59e-02    3.3e-07
 626900      6.74e-03    3.88e-02      4.28e-04    1.35e-03      5.65e-03    3.25e-02    3.3e-07
 627000      4.53e-02    8.25e-02      6.29e-04    1.34e-04      3.88e-02    7.15e-02    3.3e-07
 627100      4.18e-02    2.37e-02      7.96e-04    3.64e-03      3.54e-02    1.63e-02    3.3e-07
 627200      6.44e-02    6.04e-03      2.59e-03    6.04e-03      5.34e-02    2.19e-17    3.3e-07
 627300      4.18e-02    7.29e-02      4.42e-04    1.15e-03      3.61e-02    6.21e-02    3.3e-07
 627400      6.01e-02    3.63e-03      5.23e-04    3.63e-03      5.20e-02    7.65e-17    3.3e-07
 627500      6.37e-02    4.00e-02      1.48e-03    3.02e-03      5.44e-02    3.35e-02    3.3e-07
 627600      1.47e-02    2.06e-02      2.80e-03    1.04e-04      8.26e-03    1.78e-02    3.3e-07
 627700      5.63e-02    8.93e-03      9.20e-04    6.31e-03      4.84e-02    1.45e-07    3.3e-07
 627800      4.79e-02    4.17e-02      5.71e-04    1.42e-03      4.14e-02    3.50e-02    3.3e-07
 627900      4.03e-02    4.67e-02      8.80e-04    1.16e-03      3.45e-02    3.98e-02    3.3e-07
 628000      1.27e-02    3.93e-04      2.56e-03    3.93e-04      6.52e-03    4.22e-17    3.3e-07
 628100      7.37e-02    5.11e-02      2.82e-03    3.36e-04      6.14e-02    4.42e-02    3.3e-07
 628200      5.77e-02    4.05e-02      1.20e-03    3.33e-03      4.94e-02    3.37e-02    3.3e-07
 628300      1.09e-02    3.66e-02      1.91e-03    1.14e-03      6.72e-03    3.08e-02    3.3e-07
 628400      2.24e-02    5.78e-02      4.77e-03    8.51e-04      1.01e-02    4.98e-02    3.3e-07
 628500      5.55e-02    2.85e-02      3.16e-03    8.35e-04      4.37e-02    2.45e-02    3.3e-07
 628600      1.52e-01    3.05e-03      1.27e-03    3.05e-03      1.31e-01    9.30e-18    3.3e-07
 628700      7.01e-02    1.20e-01      1.61e-03    2.53e-03      5.99e-02    1.01e-01    3.3e-07
 628800      4.94e-02    3.51e-02      2.37e-03    4.95e-04      4.01e-02    3.03e-02    3.3e-07
 628900      4.73e-02    6.99e-02      8.44e-04    5.09e-03      4.07e-02    6.03e-02    3.3e-07
 629000      5.80e-02    5.71e-03      1.92e-03    4.04e-03      4.87e-02    8.76e-08    3.3e-07
 629100      1.46e-02    2.38e-02      8.74e-04    2.33e-03      1.23e-02    1.90e-02    3.3e-07
 629200      5.20e-02    1.29e-01      2.51e-03    2.95e-03      4.22e-02    1.08e-01    3.3e-07
 629300      5.65e-02    4.28e-02      1.91e-03    7.58e-04      4.75e-02    3.68e-02    3.3e-07
 629400      5.75e-02    1.31e-02      9.86e-05    2.63e-04      4.98e-02    1.13e-02    3.3e-07
 629500      4.26e-02    1.18e-02      1.61e-03    1.18e-02      3.34e-02    7.83e-17    3.3e-07
 629600      4.84e-02    2.91e-02      9.44e-05    7.62e-04      4.20e-02    2.51e-02    3.3e-07
 629700      6.59e-02    5.96e-02      1.34e-03    1.20e-03      5.65e-02    5.04e-02    3.3e-07
 629800      1.35e-02    2.18e-02      2.65e-04    1.55e-02      1.17e-02    1.31e-06    3.3e-07
 629900      3.91e-02    1.82e-01      9.28e-05    1.38e-02      3.39e-02    1.31e-01    3.3e-07
 630000      4.28e-02    1.50e-01      3.86e-03    4.70e-03      2.80e-02    1.21e-01    3.3e-07
 630100      1.14e-02    6.31e-02      1.52e-04    2.28e-03      9.94e-03    5.31e-02    3.1e-07
 630200      5.08e-02    3.86e-02      1.92e-03    2.73e-02      4.26e-02    5.88e-04    3.1e-07
 630300      4.26e-02    5.80e-02      3.09e-04    5.29e-03      3.71e-02    3.76e-02    3.1e-07
 630400      5.80e-02    2.31e-02      2.28e-04    3.22e-03      5.06e-02    1.67e-02    3.1e-07
 630500      5.52e-02    3.82e-02      1.07e-03    3.01e-04      4.78e-02    3.34e-02    3.1e-07
 630600      3.93e-02    5.84e-02      1.61e-03    6.49e-04      3.28e-02    5.06e-02    3.1e-07
 630700      4.66e-02    6.69e-02      6.43e-04    3.06e-04      4.05e-02    5.84e-02    3.1e-07
 630800      1.66e-02    4.10e-02      2.21e-03    4.10e-02      1.23e-02    5.18e-18    3.1e-07
 630900      5.82e-02    4.94e-02      1.07e-03    3.47e-02      5.04e-02    4.33e-03    3.1e-07
 631000      1.30e-02    4.29e-02      9.73e-04    1.08e-03      1.08e-02    3.60e-02    3.1e-07
 631100      4.30e-02    1.27e-02      1.81e-04    8.95e-03      3.75e-02    2.26e-06    3.1e-07
 631200      1.27e-02    3.19e-02      3.74e-04    5.16e-04      1.10e-02    2.76e-02    3.1e-07
 631300      1.37e-01    5.73e-02      2.13e-03    4.26e-04      1.18e-01    4.99e-02    3.1e-07
 631400      8.55e-03    5.81e-02      1.32e-03    3.54e-04      5.88e-03    5.07e-02    3.1e-07
 631500      4.00e-02    3.20e-02      8.57e-04    3.64e-04      3.45e-02    2.79e-02    3.1e-07
 631600      5.51e-02    2.58e-02      2.52e-03    1.82e-02      4.54e-02    8.47e-07    3.1e-07
 631700      6.71e-02    5.64e-03      9.64e-04    5.64e-03      5.83e-02    8.87e-18    3.1e-07
 631800      6.61e-02    4.16e-02      1.82e-03    3.31e-04      5.66e-02    3.63e-02    3.1e-07
 631900      4.49e-02    6.69e-03      2.32e-04    6.69e-03      3.92e-02    8.85e-18    3.1e-07
 632000      1.42e-01    2.92e-02      1.02e-03    1.80e-04      1.24e-01    2.55e-02    3.1e-07
 632100      3.94e-02    7.57e-02      2.06e-05    3.95e-04      3.44e-02    6.61e-02    3.1e-07
 632200      1.44e-02    2.04e-02      2.99e-03    1.36e-02      7.02e-03    5.79e-03    3.1e-07
 632300      3.95e-02    4.84e-02      1.55e-03    1.97e-03      3.31e-02    4.04e-02    3.1e-07
 632400      7.36e-02    1.23e-01      2.20e-03    1.12e-03      6.27e-02    1.07e-01    3.1e-07
 632500      4.89e-02    4.31e-02      1.47e-03    9.65e-04      4.17e-02    3.71e-02    3.1e-07
 632600      7.10e-02    7.88e-03      3.22e-03    5.57e-03      5.85e-02    7.65e-07    3.1e-07
 632700      2.10e-02    6.97e-02      4.72e-03    6.84e-04      8.12e-03    6.08e-02    3.1e-07
 632800      6.52e-02    3.88e-02      4.68e-03    8.40e-04      4.84e-02    3.35e-02    3.1e-07
 632900      6.89e-02    1.12e-01      1.53e-04    9.23e-03      6.02e-02    7.71e-02    3.1e-07
 633000      4.90e-02    6.81e-02      1.48e-03    2.42e-03      4.17e-02    5.74e-02    3.1e-07
 633100      5.86e-02    2.83e-01      1.35e-03    1.99e-01      5.04e-02    2.89e-02    3.1e-07
 633200      6.21e-02    4.37e-02      3.70e-03    1.53e-03      4.89e-02    3.69e-02    3.1e-07
 633300      5.66e-02    2.78e-02      3.41e-03    1.97e-02      4.43e-02    1.18e-03    3.1e-07
 633400      5.99e-02    3.94e-02      3.12e-03    6.05e-04      4.83e-02    3.42e-02    3.1e-07
 633500      6.59e-02    3.03e-01      1.36e-04    2.39e-02      5.76e-02    2.14e-01    3.1e-07
 633600      5.07e-02    4.51e-02      2.10e-03    2.40e-04      4.22e-02    3.94e-02    3.1e-07
 633700      4.33e-02    1.24e-02      1.35e-03    8.79e-03      3.68e-02    2.23e-07    3.1e-07
 633800      5.38e-02    6.20e-02      9.74e-05    6.25e-03      4.70e-02    5.36e-02    3.1e-07
 633900      7.96e-02    5.71e-02      1.10e-03    2.77e-04      6.92e-02    4.99e-02    3.1e-07
 634000      6.90e-02    6.04e-02      9.37e-04    8.36e-05      6.00e-02    5.27e-02    3.1e-07
 634100      5.16e-02    5.51e-02      5.68e-04    6.01e-04      4.49e-02    4.78e-02    3.1e-07
 634200      1.27e-01    7.01e-02      1.70e-03    1.94e-03      1.10e-01    5.99e-02    3.1e-07
 634300      7.88e-03    2.67e-01      2.54e-04    1.89e-01      6.83e-03    3.71e-03    3.1e-07
 634400      1.49e-01    2.24e-02      4.35e-04    2.03e-03      1.30e-01    1.47e-02    3.1e-07
 634500      5.69e-02    3.63e-02      4.81e-03    1.57e-03      3.89e-02    3.00e-02    3.1e-07
 634600      3.11e-02    4.01e-02      6.57e-03    2.38e-04      1.45e-02    3.50e-02    3.1e-07
 634700      5.04e-02    6.73e-02      2.23e-03    1.92e-03      4.17e-02    5.58e-02    3.1e-07
 634800      2.18e-02    6.68e-05      1.19e-03    4.73e-05      1.86e-02    1.42e-07    3.1e-07
 634900      7.95e-02    7.29e-02      1.95e-03    5.09e-04      6.84e-02    6.36e-02    3.1e-07
 635000      1.98e-02    3.52e-02      2.59e-03    1.50e-04      1.47e-02    3.07e-02    3.1e-07
 635100      1.26e-02    5.58e-02      2.41e-03    1.62e-03      7.20e-03    4.80e-02    2.9e-07
 635200      8.16e-03    1.25e-03      6.61e-04    8.83e-04      6.80e-03    3.55e-07    2.9e-07
 635300      5.57e-02    5.23e-02      4.64e-05    6.71e-05      4.90e-02    4.60e-02    2.9e-07
 635400      5.70e-02    6.63e-02      1.86e-03    1.30e-03      4.87e-02    5.69e-02    2.9e-07
 635500      5.99e-02    5.75e-02      1.94e-03    4.07e-02      5.12e-02    2.22e-06    2.9e-07
 635600      5.67e-02    8.18e-02      1.27e-04    1.81e-03      4.99e-02    6.74e-02    2.9e-07
 635700      6.93e-02    4.24e-02      2.06e-03    2.03e-04      5.95e-02    3.73e-02    2.9e-07
 635800      1.26e-02    5.97e-02      2.11e-03    8.53e-04      8.25e-03    5.23e-02    2.9e-07
 635900      4.80e-02    1.03e-01      2.12e-03    1.96e-03      4.00e-02    8.99e-02    2.9e-07
 636000      6.21e-02    5.32e-02      7.83e-04    2.41e-03      5.44e-02    4.42e-02    2.9e-07
 636100      5.60e-02    1.31e-02      2.05e-03    7.19e-04      4.75e-02    1.13e-02    2.9e-07
 636200      1.69e-02    5.34e-02      3.16e-03    6.35e-04      9.84e-03    4.68e-02    2.9e-07
 636300      1.19e-01    5.02e-02      3.13e-03    5.51e-05      1.00e-01    4.42e-02    2.9e-07
 636400      6.46e-02    2.27e-03      2.42e-03    2.27e-03      5.47e-02    4.35e-17    2.9e-07
 636500      7.21e-02    4.37e-02      3.83e-03    7.01e-04      5.85e-02    3.79e-02    2.9e-07
 636600      7.50e-02    1.66e-02      2.35e-03    1.87e-03      6.42e-02    1.30e-02    2.9e-07
 636700      1.47e-01    7.42e-02      1.86e-04    1.24e-03      1.30e-01    6.48e-02    2.9e-07
 636800      6.67e-02    3.67e-02      1.42e-03    1.49e-03      5.80e-02    3.08e-02    2.9e-07
 636900      9.39e-03    1.01e-01      1.01e-03    2.16e-03      7.47e-03    8.75e-02    2.9e-07
 637000      5.59e-02    1.48e-02      1.10e-03    1.48e-02      4.86e-02    5.34e-17    2.9e-07
 637100      5.78e-02    5.52e-02      7.38e-04    5.67e-04      5.07e-02    4.83e-02    2.9e-07
 637200      5.78e-02    1.58e-02      1.86e-03    1.89e-03      4.94e-02    1.22e-02    2.9e-07
 637300      1.91e-02    3.52e-02      2.29e-03    7.32e-04      1.47e-02    3.01e-02    2.9e-07
 637400      1.35e-01    1.10e-01      2.84e-04    3.50e-04      1.19e-01    9.71e-02    2.9e-07
 637500      5.14e-02    4.70e-02      1.77e-03    2.03e-04      4.37e-02    4.14e-02    2.9e-07
 637600      6.26e-02    6.01e-02      6.40e-03    1.10e-04      3.67e-02    5.29e-02    2.9e-07
 637700      4.87e-02    1.46e-02      5.75e-04    1.03e-02      4.27e-02    1.35e-07    2.9e-07
 637800      6.59e-02    6.10e-02      5.50e-05    4.11e-04      5.80e-02    5.36e-02    2.9e-07
 637900      6.69e-02    2.12e-02      2.15e-03    2.12e-02      5.72e-02    7.00e-17    2.9e-07
 638000      5.91e-02    9.48e-02      9.08e-05    2.08e-03      5.21e-02    8.08e-02    2.9e-07
 638100      5.31e-02    8.55e-03      2.19e-03    4.64e-03      4.45e-02    4.82e-03    2.9e-07
 638200      4.64e-02    1.91e-02      9.74e-04    3.07e-03      4.03e-02    1.29e-02    2.9e-07
 638300      6.83e-02    7.03e-02      1.41e-03    6.59e-04      5.95e-02    6.17e-02    2.9e-07
 638400      1.52e-01    4.96e-02      1.87e-03    3.45e-03      1.33e-01    3.75e-02    2.9e-07
 638500      4.20e-02    4.18e-02      7.47e-04    4.18e-02      3.62e-02    7.32e-17    2.9e-07
 638600      8.38e-02    1.53e-01      3.48e-04    1.08e-01      7.37e-02    9.07e-05    2.9e-07
 638700      1.30e-01    8.27e-02      6.46e-04    1.13e-03      1.14e-01    7.25e-02    2.9e-07
 638800      5.01e-02    1.20e-01      3.44e-04    8.38e-02      4.41e-02    1.46e-02    2.9e-07
 638900      6.58e-02    1.47e-02      1.29e-03    8.46e-04      5.73e-02    1.26e-02    2.9e-07
 639000      6.10e-02    6.84e-02      4.71e-04    2.44e-03      5.36e-02    5.81e-02    2.9e-07
 639100      6.85e-02    5.81e-02      3.33e-04    1.44e-03      6.02e-02    4.91e-02    2.9e-07
 639200      8.03e-03    3.45e-02      5.45e-04    3.46e-03      6.80e-03    2.85e-02    2.9e-07
 639300      4.74e-02    3.67e-02      1.25e-03    2.78e-05      4.09e-02    3.23e-02    2.9e-07
 639400      4.42e-02    7.85e-05      1.07e-03    7.85e-05      3.83e-02    2.19e-17    2.9e-07
 639500      3.94e-02    9.64e-03      1.32e-04    9.64e-03      3.46e-02    2.17e-17    2.9e-07
 639600      5.73e-02    5.46e-02      1.99e-03    3.49e-03      4.88e-02    4.25e-02    2.9e-07
 639700      5.20e-02    4.18e-02      2.10e-03    2.02e-03      4.37e-02    3.44e-02    2.9e-07
 639800      6.95e-02    7.98e-02      2.98e-04    5.73e-04      6.12e-02    7.02e-02    2.9e-07
 639900      1.04e-02    4.55e-02      1.43e-03    3.09e-02      7.69e-03    1.15e-02    2.9e-07
 640000      6.83e-02    7.00e-02      1.09e-03    5.73e-04      5.97e-02    6.15e-02    2.9e-07
 640100      4.81e-02    1.85e-03      2.15e-03    1.85e-03      4.03e-02    2.23e-17    2.7e-07
 640200      3.93e-02    3.03e-02      7.34e-04    1.56e-04      3.45e-02    2.69e-02    2.7e-07
 640300      7.68e-02    1.38e-03      3.10e-03    1.38e-03      6.51e-02    1.35e-17    2.7e-07
 640400      7.59e-02    5.26e-02      1.06e-04    1.48e-04      6.73e-02    4.66e-02    2.7e-07
 640500      4.16e-02    4.02e-02      6.75e-04    2.88e-03      3.62e-02    3.45e-02    2.7e-07
 640600      1.62e-02    5.22e-02      1.31e-03    3.69e-02      1.36e-02    3.29e-03    2.7e-07
 640700      5.62e-02    4.35e-04      5.88e-04    3.07e-04      4.97e-02    2.58e-07    2.7e-07
 640800      1.65e-02    1.49e-02      2.02e-03    1.05e-02      1.27e-02    5.55e-08    2.7e-07
 640900      9.63e-03    2.58e-02      1.23e-03    1.82e-02      7.34e-03    9.27e-07    2.7e-07
 641000      1.38e-02    6.53e-02      2.94e-05    1.77e-03      1.23e-02    5.67e-02    2.7e-07
 641100      9.94e-03    1.30e-01      8.91e-04    7.07e-03      8.23e-03    1.06e-01    2.7e-07
 641200      6.02e-02    5.92e-02      5.63e-04    7.90e-04      5.32e-02    5.19e-02    2.7e-07
 641300      1.15e-02    1.15e-01      1.31e-03    5.19e-04      9.07e-03    1.01e-01    2.7e-07
 641400      5.52e-02    3.14e-02      1.07e-03    1.21e-03      4.85e-02    2.67e-02    2.7e-07
 641500      6.44e-02    1.12e-01      3.91e-04    3.97e-03      5.70e-02    9.56e-02    2.7e-07
 641600      9.08e-03    4.67e-02      5.25e-05    1.12e-03      8.04e-03    4.07e-02    2.7e-07
 641700      5.04e-02    4.59e-02      4.55e-04    2.18e-03      4.46e-02    3.81e-02    2.7e-07
 641800      5.93e-02    3.28e-03      1.81e-03    3.28e-03      5.12e-02    2.46e-17    2.7e-07
 641900      3.81e-02    1.57e-02      5.42e-04    1.57e-02      3.36e-02    3.29e-18    2.7e-07
 642000      4.79e-02    4.04e-02      1.30e-03    1.79e-04      4.16e-02    3.58e-02    2.7e-07
 642100      6.15e-02    2.09e-02      6.35e-04    1.99e-03      5.43e-02    1.33e-02    2.7e-07
 642200      6.68e-02    8.00e-02      3.08e-03    1.24e-03      5.58e-02    6.98e-02    2.7e-07
 642300      1.55e-02    5.96e-02      1.37e-04    4.95e-04      1.37e-02    5.27e-02    2.7e-07
 642400      4.49e-02    1.67e-02      1.65e-03    1.67e-02      3.83e-02    2.32e-17    2.7e-07
 642500      2.01e-02    1.05e-02      3.38e-04    1.05e-02      1.78e-02    7.99e-18    2.7e-07
 642600      3.47e-02    1.26e-02      7.25e-03    1.26e-02      1.68e-02    1.55e-17    2.7e-07
 642700      6.01e-02    9.50e-03      8.98e-05    6.72e-03      5.32e-02    9.66e-08    2.7e-07
 642800      9.09e-03    3.42e-02      8.15e-05    6.64e-04      8.05e-03    3.00e-02    2.7e-07
 642900      5.89e-02    8.31e-03      5.88e-05    8.31e-03      5.22e-02    3.28e-17    2.7e-07
 643000      1.58e-02    6.24e-04      7.69e-04    6.24e-04      1.37e-02    1.74e-17    2.7e-07
 643100      1.18e-02    7.91e-02      2.29e-03    5.52e-02      6.54e-03    1.19e-02    2.7e-07
 643200      4.85e-02    2.16e-02      5.66e-04    1.67e-03      4.28e-02    1.58e-02    2.7e-07
 643300      5.75e-02    4.01e-02      2.21e-03    2.90e-03      4.89e-02    3.01e-02    2.7e-07
 643400      1.23e-01    5.23e-02      7.63e-03    2.49e-03      9.77e-02    4.34e-02    2.7e-07
 643500      3.91e-02    3.80e-02      2.24e-04    1.82e-03      3.46e-02    3.15e-02    2.7e-07
 643600      6.51e-02    8.44e-02      7.10e-04    2.41e-03      5.76e-02    7.07e-02    2.7e-07
 643700      1.37e-02    2.16e-01      5.60e-04    1.50e-01      1.19e-02    3.16e-02    2.7e-07
 643800      5.36e-02    3.58e-02      1.75e-03    1.18e-03      4.61e-02    3.08e-02    2.7e-07
 643900      1.51e-02    1.56e-02      2.26e-03    1.56e-02      1.07e-02    1.42e-17    2.7e-07
 644000      5.06e-02    1.85e-03      1.49e-03    1.85e-03      4.38e-02    2.39e-17    2.7e-07
 644100      2.18e-02    6.96e-02      4.23e-03    4.92e-02      1.22e-02    1.19e-03    2.7e-07
 644200      1.56e-02    6.60e-02      3.04e-04    2.00e-03      1.37e-02    5.71e-02    2.7e-07
 644300      1.25e-02    9.14e-02      2.39e-04    5.57e-03      1.11e-02    7.24e-02    2.7e-07
 644400      6.85e-02    3.91e-02      1.20e-03    1.85e-03      6.02e-02    3.25e-02    2.7e-07
 644500      5.86e-02    4.94e-03      9.20e-04    4.94e-03      5.16e-02    1.97e-17    2.7e-07
 644600      3.37e-02    7.38e-02      7.76e-03    6.35e-04      1.16e-02    6.53e-02    2.7e-07
 644700      5.62e-02    9.29e-04      1.69e-03    6.57e-04      4.86e-02    5.27e-07    2.7e-07
 644800      4.44e-02    4.36e-03      1.81e-03    3.08e-03      3.76e-02    2.26e-07    2.7e-07
 644900      6.21e-02    8.27e-03      2.02e-03    8.27e-03      5.35e-02    8.11e-17    2.7e-07
 645000      9.24e-03    3.95e-02      6.37e-04    3.34e-04      7.87e-03    3.50e-02    2.7e-07
 645100      6.08e-02    6.20e-02      5.05e-04    2.40e-04      5.42e-02    5.53e-02    2.6e-07
 645200      1.35e-02    4.78e-02      9.66e-04    1.15e-03      1.16e-02    4.25e-02    2.6e-07
 645300      1.74e-02    1.13e-02      3.34e-03    1.13e-02      9.91e-03    5.48e-17    2.6e-07
 645400      4.58e-02    5.89e-02      4.78e-04    6.85e-04      4.07e-02    5.24e-02    2.6e-07
 645500      5.36e-02    6.49e-02      6.66e-04    2.53e-03      4.76e-02    5.22e-02    2.6e-07
 645600      6.19e-02    3.52e-02      1.43e-03    8.98e-04      5.44e-02    3.09e-02    2.6e-07
 645700      4.10e-02    3.10e-02      3.75e-04    4.36e-04      3.65e-02    2.75e-02    2.6e-07
 645800      1.27e-02    4.55e-02      2.45e-04    2.96e-04      1.13e-02    4.05e-02    2.6e-07
 645900      5.04e-02    3.67e-03      1.65e-03    2.60e-03      4.37e-02    3.64e-07    2.6e-07
 646000      5.71e-02    2.23e-02      2.57e-04    1.58e-02      5.09e-02    1.43e-07    2.6e-07
 646100      8.32e-02    1.16e-02      3.11e-03    1.16e-02      7.14e-02    3.04e-17    2.6e-07
 646200      1.23e-01    4.66e-02      1.68e-03    2.53e-03      1.08e-01    3.81e-02    2.6e-07
 646300      5.67e-02    3.01e-02      1.37e-03    3.01e-02      4.98e-02    1.17e-16    2.6e-07
 646400      1.94e-02    1.36e-02      1.95e-03    2.17e-03      1.58e-02    9.29e-03    2.6e-07
 646500      1.56e-02    7.66e-02      2.70e-03    1.45e-04      1.00e-02    6.83e-02    2.6e-07
 646600      5.39e-02    3.52e-02      3.26e-03    9.27e-04      4.31e-02    3.08e-02    2.6e-07
 646700      6.37e-02    8.93e-02      1.57e-04    5.77e-04      5.68e-02    7.96e-02    2.6e-07
